"","plantID","level","block","trmtUHURU","year","BA","height","woodystems","fruits","binfruits","fruitsnext6mo","binfruitsnext6mo","binsurnext6mo","BM","BMnext6mo","sclass1","sclass2","season","timepoint"
"1431",1612,"S",3,"LMH","11",80.11846665,211.5,1,3,1,NA,NA,0,25.8143343578807,NA,"3","1","W","0"
"1432",1613,"S",3,"LMH","11",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"1","1","W","0"
"1433",1614,"S",3,"LMH","11",3.801327111,37.8,1,0,0,NA,NA,1,5.25115006272534,NA,"1","1","W","0"
"1434",1615,"S",3,"LMH","11",14.52201204,31,1,0,0,0,0,1,7.68830426266022,6.67047192925671,"1","1","W","0"
"1435",1616,"S",3,"LMH","11",7.54767635,92.1,2,2,1,0,0,1,8.88838027495177,14.0909769210175,"2","2","W","0"
"1436",1617,"S",3,"LMH","11",4.523893421,68.5,1,1,1,0,0,1,6.78711348323824,12.0082513672652,"1","2","W","0"
"1437",1618,"S",3,"LMH","11",8.042477193,86.9,1,2,1,0,0,1,8.90436054216091,15.5411030042032,"2","2","W","0"
"1438",1619,"S",3,"LMH","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1439",1620,"S",3,"LMH","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1440",1621,"S",3,"LMH","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1441",1622,"S",3,"LMH","11",31.17245311,157.7,2,12,1,9,1,1,17.0780044616685,24.1014205910531,"2","3","W","0"
"1442",1623,"S",3,"MEGA","11",56.74501731,185,3,9,1,NA,NA,1,22.0008383360871,31.7357982186984,"3","3","W","0"
"1443",1624,"S",3,"MEGA","11",2.269800692,32.5,1,0,0,0,0,1,4.20326256883873,6.06309830265514,"1","1","W","0"
"1444",1625,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1445",1626,"S",3,"MEGA","11",NA,NA,NA,NA,NA,0,0,NA,NA,2.27035786490772,"1","1","W","0"
"1446",1627,"S",3,"MEGA","11",0.3848451,3,NA,0,0,0,0,1,1.04914272671169,4.19429898959588,"1","1","W","0"
"1447",1628,"S",3,"MEGA","11",NA,NA,NA,NA,NA,0,0,NA,NA,1.5259195076103,"1","1","W","0"
"1448",1629,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1449",1630,"S",3,"MEGA","11",1.130973355,20.1,1,0,0,0,0,1,2.83736659015658,6.36679379331303,"1","1","W","0"
"1450",1631,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"1","1","W","0"
"1451",1632,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1452",1633,"S",3,"MEGA","11",NA,NA,NA,NA,NA,0,0,NA,NA,2.66242587836873,"1","1","W","0"
"1453",1634,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1454",1635,"S",3,"MEGA","11",20.8680292,62.9,4,0,0,NA,NA,1,10.9896700508393,13.4903124488007,"2","2","W","0"
"1455",1636,"S",3,"MEGA","11",13.8544236,17,0,0,0,8,1,1,6.19301075221046,17.683223101638,"1","3","W","0"
"1456",1637,"S",3,"MEGA","11",11.22333975,36,7,0,0,4,1,1,7.41569276605369,13.7919315491253,"1","2","W","0"
"1457",1638,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1458",1639,"S",3,"MEGA","11",3.801327111,37.6,3,0,0,0,0,1,5.24185805882656,11.8648740646262,"1","2","W","0"
"1459",1640,"S",3,"MEGA","11",0.785398163,20.9,1,0,0,0,0,1,2.54510167137123,4.27282773056291,"1","1","W","0"
"1460",1641,"S",3,"MEGA","11",22.64302905,64,3,1,1,2,1,1,11.3588478356572,14.215396536496,"2","2","W","0"
"1461",1642,"S",3,"MEGA","11",9.126326659,86.4,3,3,1,0,0,1,9.27035700908944,11.7755393171301,"2","2","W","0"
"1462",1643,"S",3,"MEGA","11",2.544690049,23.9,1,0,0,1,1,1,3.94091626201416,6.67984256669476,"1","1","W","0"
"1463",1644,"S",3,"MEGA","11",2.269800692,21,1,0,0,0,0,1,3.63301674333867,6.5435227432306,"1","1","W","0"
"1464",1645,"S",3,"MEGA","11",16.249888,52.8,5,0,0,3,1,1,9.53542844616367,16.3706804851511,"2","2","W","0"
"1465",1646,"S",3,"MEGA","11",1.327322896,16.2,1,0,0,0,0,1,2.78516367177293,6.29288265733704,"1","1","W","0"
"1466",1647,"S",3,"MEGA","11",11.94590607,35.4,4,0,0,0,0,1,7.52941409401513,8.51467870175956,"1","1","W","0"
"1467",1648,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1468",1649,"S",3,"MEGA","11",13.20254313,53.5,4,2,1,1,1,1,8.93591500688563,12.5614288431381,"2","2","W","0"
"1469",1650,"S",3,"MEGA","11",0.785398163,7.1,NA,0,0,0,0,1,1.77487372788973,2.68926928925169,"1","1","W","0"
"1470",1651,"S",3,"MEGA","11",2.010619298,14.2,0,0,0,0,0,1,3.06165595389039,3.36454935020548,"1","1","W","0"
"1471",1652,"S",3,"MEGA","11",24.6300864,133.4,1,15,1,1,1,1,14.9286300653495,16.8862576831937,"2","2","W","0"
"1472",1653,"S",3,"MEGA","11",1.130973355,26.5,1,0,0,0,0,1,3.11167290192952,3.96418408822855,"1","1","W","0"
"1473",1654,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1474",1655,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1475",1656,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1476",1657,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1477",1658,"S",3,"MEGA","11",34.211944,142.5,1,2,1,3,1,1,17.0306768919416,21.60091108211,"2","3","W","0"
"1478",1659,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1479",1660,"S",3,"MEGA","11",143.264479,39.6,6,4,1,2,1,1,17.914837769874,21.5310519006998,"3","3","W","0"
"1480",1661,"S",3,"MEGA","11",2.269800692,53.5,0,0,0,0,0,1,4.96426447257091,6.766289382037,"1","1","W","0"
"1481",1662,"S",3,"MEGA","11",3.463605901,61.7,1,0,0,0,0,1,5.99522499291057,10.0750357790796,"1","2","W","0"
"1482",1663,"S",3,"MEGA","11",2.544690049,52.6,1,0,0,0,0,1,5.12825659574884,6.62678304157274,"1","1","W","0"
"1483",1664,"S",3,"MEGA","11",4.523893421,10,0,0,0,0,0,1,3.57018578407987,8.34246082292336,"1","1","W","0"
"1484",1665,"S",3,"MEGA","11",3.141592654,17.4,1,0,0,0,0,1,3.80302137442183,8.80964938850551,"1","2","W","0"
"1485",1666,"S",3,"MEGA","11",3.463605901,23.1,1,0,0,0,0,1,4.3187807379633,8.11121189229206,"1","1","W","0"
"1486",1667,"S",3,"MEGA","11",2.544690049,17.1,0,0,0,1,1,1,3.52415493710984,5.73223681847831,"1","1","W","0"
"1487",1668,"S",3,"MEGA","11",1.767145868,11.1,0,0,0,0,0,1,2.70104248898335,6.23128568440152,"1","1","W","0"
"1488",1669,"S",3,"MEGA","11",6.605198554,46.4,1,0,0,1,1,1,6.76212110176472,10.6276504276726,"1","2","W","0"
"1489",1670,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1490",1671,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1491",1672,"S",3,"MEGA","11",7.963937377,22.1,1,0,0,4,1,1,5.6190667878207,11.0398239534524,"1","2","W","0"
"1492",1673,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1493",1674,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1494",1675,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1495",1676,"S",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1496",1677,"S",3,"MESO","11",2.269800692,29.4,1,0,0,0,0,1,4.06492061676874,7.26184980423101,"1","1","W","0"
"1497",1678,"S",3,"MESO","11",2.544690049,24.1,1,0,0,0,0,1,3.95189550904681,6.93061486608673,"1","1","W","0"
"1498",1679,"S",3,"MESO","11",3.801327111,31,1,0,0,0,0,1,4.91473376595266,7.68496027129966,"1","1","W","0"
"1499",1680,"S",3,"MESO","11",3.463605901,37.8,1,0,0,1,1,1,5.09054964203556,9.15913379259529,"1","2","W","0"
"1500",1681,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1501",1682,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1502",1683,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1503",1684,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1504",1685,"S",3,"MESO","11",51.5299735,81.2,3,1,1,3,1,1,16.183488309128,14.2517369502527,"2","2","W","0"
"1505",1686,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1506",1687,"S",3,"MESO","11",22.06183441,92.4,3,5,1,0,0,1,12.7294714524735,15.6269129205724,"2","2","W","0"
"1507",1688,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1508",1689,"S",3,"MESO","11",24.51227668,88.4,3,3,1,0,0,1,12.9916651139733,16.93932515678,"2","2","W","0"
"1509",1690,"S",3,"MESO","11",83.33859912,90.6,10,2,1,1,1,1,19.7086600140364,27.921903477563,"3","3","W","0"
"1510",1691,"S",3,"MESO","11",2.010619298,40.4,1,0,0,NA,NA,1,4.34065027619512,NA,"1","1","W","0"
"1511",1692,"S",3,"MESO","11",13.20254313,62.5,3,0,0,0,0,1,9.41201437940612,17.8116736162095,"2","3","W","0"
"1512",1693,"S",3,"MESO","11",13.8544236,150.5,2,2,1,0,0,1,12.825842000802,17.0225396088792,"2","2","W","0"
"1513",1694,"S",3,"MESO","11",NA,NA,NA,NA,NA,1,1,1,NA,22.6797225935321,"1","3","W","0"
"1514",1695,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1515",1696,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1516",1697,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1517",1698,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1518",1699,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1519",1700,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1520",1701,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1521",1702,"S",3,"MESO","11",3.463605901,29.8,1,0,0,0,0,1,4.70203939314735,4.99771805991853,"1","1","W","0"
"1522",1703,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1523",1704,"S",3,"MESO","11",43.00840343,43.7,14,2,1,0,0,1,12.3888950823416,14.4462996413716,"2","2","W","0"
"1524",1705,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1525",1706,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1526",1707,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1527",1708,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1528",1709,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1529",1710,"S",3,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1530",1711,"S",3,"MESO","11",50.26548246,189.5,3,10,1,10,1,1,21.2982540338802,23.2235817720837,"3","3","W","0"
"1531",1712,"S",3,"MESO","11",2.544690049,39,1,0,0,0,0,1,4.64083076553685,7.34688351320959,"1","1","W","0"
"1532",1713,"S",3,"MESO","11",3.801327111,57.9,1,0,0,0,0,1,6.05450731510062,9.92658082003917,"1","2","W","0"
"1533",1714,"S",3,"MESO","11",6.605198554,65.1,1,0,0,4,1,1,7.57146210333592,11.6134655696963,"1","2","W","0"
"1534",1715,"S",3,"MESO","11",0.125663706,2,NA,0,0,NA,NA,NA,0.630624438226766,NA,"1","1","W","0"
"1535",1716,"S",3,"MESO","11",2.83528737,30.5,1,0,0,0,0,1,4.43231597643004,7.93106143105712,"1","1","W","0"
"1536",1717,"C",3,"MEGA","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1537",1718,"N",2,"LMH","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1538",1719,"S",1,"MESO","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","W","0"
"1539",1,"C",1,"CONT","12w",21.81278465,47.5,6,0,0,0,0,1,10.1552179296658,15.4472911449015,"2","2","D","1"
"1540",2,"C",1,"CONT","12w",23.90202231,64,4,0,0,NA,NA,1,11.5659089693201,NA,"2","1","D","1"
"1541",3,"C",1,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1542",4,"C",1,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1543",5,"C",1,"LMH","12w",NA,NA,NA,NA,NA,NA,NA,0,NA,20.4169580963837,"1","3","D","1"
"1544",6,"C",1,"LMH","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1545",7,"C",1,"LMH","12w",2.89529179,25,2,0,0,NA,NA,1,4.17672640278309,NA,"1","1","D","1"
"1546",8,"C",1,"LMH","12w",6.559724001,55.5,1,0,0,0,0,1,7.16219903136715,7.52373898431914,"1","1","D","1"
"1547",9,"C",1,"LMH","12w",9.897980354,57.4,1,0,0,NA,NA,NA,8.30945725605755,NA,"1","1","D","1"
"1548",10,"C",1,"LMH","12w",60.54508778,410,3,NA,NA,NA,NA,1,29.3237603731794,30.2220715069082,"3","3","D","1"
"1549",11,"C",1,"LMH","12w",NA,NA,NA,NA,NA,NA,NA,0,NA,18.0320925108211,"1","3","D","1"
"1550",12,"C",1,"MEGA","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1551",13,"C",1,"MEGA","12w",16.54684705,91.2,1,0,0,3,1,1,11.5135313910647,15.011526072978,"2","2","D","1"
"1552",14,"C",1,"MESO","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1553",15,"C",1,"MESO","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1554",16,"C",1,"MESO","12w",NA,NA,NA,NA,NA,0,0,1,NA,2.98511918241679,"1","1","D","1"
"1555",17,"C",1,"MESO","12w",2.243175694,12.3,1,0,0,NA,NA,NA,3.02690507883872,NA,"1","1","D","1"
"1556",18,"C",1,"MESO","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1557",19,"C",2,"LMH","12w",5.853493972,27.6,1,0,0,NA,NA,NA,5.46067592723045,NA,"1","1","D","1"
"1558",20,"C",2,"LMH","12w",0.331830724,3.5,0,0,0,0,0,1,1.05122345836281,0.841939722583016,"1","1","D","1"
"1559",21,"C",2,"LMH","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1560",22,"C",2,"LMH","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1561",23,"C",2,"LMH","12w",0.229022104,3,0,0,0,NA,NA,NA,0.882230761314396,NA,"1","1","D","1"
"1562",24,"C",2,"LMH","12w",0.212371663,2.3,0,0,0,0,0,1,0.787253138413642,0.189634657105439,"1","1","D","1"
"1563",25,"C",2,"LMH","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1564",26,"C",2,"MEGA","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1565",27,"C",2,"MEGA","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1566",28,"C",3,"CONT","12w",1.720336137,73.6,1,0,0,0,0,1,5.03401076093783,1.54700986210807,"1","1","D","1"
"1567",29,"C",3,"CONT","12w",4.752915526,29.2,2,0,0,0,0,1,5.190612664884,9.14401649932547,"1","2","D","1"
"1568",30,"C",3,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1569",31,"C",3,"LMH","12w",55.94673861,92.6,10,1,1,0,0,1,17.3797381592641,17.2941701896883,"3","3","D","1"
"1570",32,"C",3,"LMH","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1571",33,"C",3,"LMH","12w",NA,NA,NA,NA,NA,0,0,NA,NA,NA,"1","1","D","1"
"1572",34,"C",3,"LMH","12w",NA,NA,NA,NA,NA,0,0,1,NA,30.6576064824413,"1","3","D","1"
"1573",35,"C",3,"LMH","12w",0.882473376,19.5,1,0,0,0,0,1,2.58552686800262,2.97272651450968,"1","1","D","1"
"1574",36,"C",3,"LMH","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1575",37,"C",3,"MEGA","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1576",38,"C",3,"MEGA","12w",40.15151761,195.7,1,0,0,10,1,1,19.9727940507124,25.4598594945359,"3","3","D","1"
"1577",39,"C",3,"MEGA","12w",NA,NA,NA,NA,NA,0,0,1,NA,13.265829641037,"1","2","D","1"
"1578",40,"C",3,"MEGA","12w",NA,NA,NA,NA,NA,0,0,NA,NA,20.7705640752066,"1","3","D","1"
"1579",41,"C",3,"MESO","12w",NA,NA,NA,NA,NA,0,0,NA,NA,0.917301294352492,"1","1","D","1"
"1580",42,"C",3,"MESO","12w",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"1","1","D","1"
"1581",43,"N",1,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1582",44,"N",1,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1583",45,"N",1,"CONT","12w",5.939573611,36,1,0,0,1,1,1,5.99635022370594,5.90153337048158,"1","1","D","1"
"1584",46,"N",1,"CONT","12w",4.908738521,32.9,1,0,0,0,0,1,5.46001079574091,6.34363797603441,"1","1","D","1"
"1585",47,"N",1,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1586",48,"N",1,"LMH","12w",NA,NA,NA,NA,NA,NA,NA,0,NA,5.94895335087116,"1","1","D","1"
"1587",49,"N",1,"LMH","12w",NA,NA,NA,NA,NA,0,0,NA,NA,1.52027295744772,"1","1","D","1"
"1588",50,"N",1,"LMH","12w",NA,NA,NA,NA,NA,0,0,NA,NA,9.36954184418992,"1","2","D","1"
"1589",51,"N",1,"LMH","12w",18.78051942,88.9,1,0,0,0,0,1,11.9086976166064,15.2018612972017,"2","2","D","1"
"1590",52,"N",1,"LMH","12w",7.8426719,104.1,1,0,0,2,1,1,9.37862678284923,14.8297171545457,"2","2","D","1"
"1591",53,"N",1,"LMH","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1592",54,"N",1,"MEGA","12w",2.08672438,34.8,NA,NA,NA,0,0,1,4.18126234808232,5.06615499667934,"1","1","D","1"
"1593",55,"N",1,"MEGA","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1594",56,"N",1,"MEGA","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1595",57,"N",1,"MEGA","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6417378614971,"1","2","D","1"
"1596",58,"N",1,"MEGA","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1597",59,"N",1,"MEGA","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1598",60,"N",1,"MEGA","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5962749072462,"1","1","D","1"
"1599",61,"N",1,"MEGA","12w",25.78689936,93,6,0,0,3,1,1,13.4390810921774,15.6985812406218,"2","2","D","1"
"1600",62,"N",1,"MESO","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1601",63,"N",1,"MESO","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6152414294419,"1","3","D","1"
"1602",64,"N",1,"MESO","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1588606567951,"1","3","D","1"
"1603",65,"N",1,"MESO","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9594367846697,"1","3","D","1"
"1604",66,"N",1,"MESO","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1605",67,"N",1,"MESO","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1606",68,"N",1,"MESO","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1607",69,"N",1,"MESO","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0272277571677,"1","3","D","1"
"1608",79,"N",2,"CONT","12w",NA,NA,NA,NA,NA,0,0,NA,NA,18.9339713939822,"1","3","D","1"
"1609",80,"N",2,"CONT","12w",11.40091828,41.6,NA,NA,NA,NA,NA,NA,7.82330857269635,NA,"1","1","D","1"
"1610",81,"N",2,"CONT","12w",34.73227028,123.4,2,0,0,35,1,1,16.313794114547,20.731276646091,"2","3","D","1"
"1611",82,"N",2,"CONT","12w",8.034073433,39.3,2,0,0,1,1,1,6.82963933248879,12.5662595288213,"1","2","D","1"
"1612",83,"N",2,"CONT","12w",12.06874234,33.1,3,0,0,NA,NA,1,7.3876160780258,NA,"1","1","D","1"
"1613",84,"N",2,"CONT","12w",NA,NA,NA,NA,NA,9,1,NA,NA,19.288758251215,"1","3","D","1"
"1614",85,"N",2,"CONT","12w",NA,NA,NA,NA,NA,0,0,NA,NA,8.03173769575281,"1","1","D","1"
"1615",86,"N",2,"LMH","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1616",87,"N",2,"LMH","12w",30.77786907,91.3,2,0,0,4,1,1,14.1692697983925,18.5603835906023,"2","3","D","1"
"1617",88,"N",2,"LMH","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1618",89,"N",2,"MEGA","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1619",90,"N",2,"MEGA","12w",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"1","1","D","1"
"1620",91,"N",2,"MEGA","12w",29.6091966,186.4,1,1,1,2,1,1,17.7508704508242,19.1057700124396,"3","3","D","1"
"1621",92,"N",2,"MESO","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1622",93,"N",2,"MESO","12w",81.71282492,124.6,1,0,0,20,1,1,21.7771970401897,14.4508286609764,"3","2","D","1"
"1623",94,"N",2,"MESO","12w",139.2443399,143.9,3,0,0,2,1,1,27.3000579644936,30.9705809141971,"3","3","D","1"
"1624",101,"N",3,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1625",102,"N",3,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66676222206558,"1","1","D","1"
"1626",103,"N",3,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1627",104,"N",3,"CONT","12w",NA,NA,NA,NA,NA,0,0,1,NA,5.58881880711972,"1","1","D","1"
"1628",105,"N",3,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1629",106,"N",3,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1630",107,"N",3,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1631",108,"N",3,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1632",109,"N",3,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1633",110,"N",3,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1634",111,"N",3,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1635",112,"N",3,"LMH","12w",NA,NA,NA,NA,NA,0,0,NA,NA,6.18899471580701,"1","1","D","1"
"1636",113,"N",3,"LMH","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1637",114,"N",3,"MEGA","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24919458705175,"1","1","D","1"
"1638",115,"N",3,"MEGA","12w",NA,NA,NA,NA,NA,0,0,1,NA,7.21737250581285,"1","1","D","1"
"1639",116,"N",3,"MESO","12w",1.697166891,15.7,1,0,0,NA,NA,0,2.99187144982013,NA,"1","1","D","1"
"1640",117,"N",3,"MESO","12w",7.210661998,47.2,1,0,0,1,1,1,7.00289311677514,8.74611552367743,"1","2","D","1"
"1641",118,"N",3,"MESO","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1642",119,"N",3,"MESO","12w",46.68728696,140.9,1,0,0,10,1,1,18.8222405058235,17.9346905992716,"3","3","D","1"
"1643",120,"S",1,"CONT","12w",11.52092712,75.2,2,0,0,0,0,1,9.5664185701251,10.61537876046,"2","2","D","1"
"1644",121,"S",1,"CONT","12w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","D","1"
"1645",122,"S",1,"CONT","12w",8.143322317,63.7,1,0,0,1,1,1,8.06083096217836,8.1992638742049,"1","1","D","1"
"1646",123,"S",1,"CONT","12w",53.71565805,140.2,4,0,0,13,1,1,19.6916159824235,22.2625872676719,"3","3","D","1"
"1647",124,"S",1,"CONT","12w",21.39181124,46.4,4,0,0,3,1,1,10.0107491479728,12.1752456364946,"2","2","D","1"
"1648",125,"S",1,"CONT","12w",3.83596317,43.6,1,0,0,0,0,1,5.52416159753162,6.13627865534276,"1","1","D","1"
"1649",126,"S",1,"CONT","12w",19.79234788,38.2,3,0,0,0,0,1,9.14121720348983,8.69640122832056,"2","1","D","1"
"1650",127,"S",1,"LMH","12w",NA,NA,NA,NA,NA,0,0,NA,NA,1.88309925158749,"1","1","D","1"
